EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsBeforeCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DailyRateGroups,HourlyRateGroups,MonthlyIncomeGroups,MonthlyRateGroups,TotalWorkingYearsGroups,YearsAtCompanyGroups,AgeGroups,YearsBeforeCompanyGroups
1435,39,No,Travel_Rarely,1132,Research & Development,1,Bachelor,Medical,1,417,3,Male,48,4,Mid-Level,Healthcare Representative,4,Divorced,9613,10942,0,Y,No,17,3,1,80,3,19,5,2,18,1,10,3,7,K - 1100 => 1200,D - 40 => 50,I - 9000 => 10000,J - 10000 => 11000,F - 16 => 20 Years,F - 16 => 20 Years,D - 31 => 40 Years,B - 2 => 3 Years
1436,36,No,Non-Travel,1105,Research & Development,24,Master,Life Sciences,1,419,2,Female,47,3,Junior,Laboratory Technician,2,Married,5674,6927,7,Y,No,15,3,3,80,1,11,3,3,9,2,8,0,8,K - 1100 => 1200,D - 40 => 50,E - 5000 => 6000,F - 6000 => 7000,E - 11 => 15 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
1437,32,No,Travel_Rarely,906,Sales,7,Bachelor,Life Sciences,1,420,4,Male,91,2,Junior,Sales Executive,3,Married,5484,16985,1,Y,No,14,3,3,80,1,13,3,2,13,0,8,4,8,I - 900 => 1000,I - 90 => 100,E - 5000 => 6000,P - 16000 => 17000,E - 11 => 15 Years,E - 11 => 15 Years,D - 31 => 40 Years,B - 2 => 3 Years
1438,38,No,Travel_Rarely,849,Research & Development,25,College,Life Sciences,1,421,1,Female,81,2,Mid-Level,Research Director,2,Married,12061,26707,3,Y,No,17,3,3,80,1,19,2,3,10,9,8,0,1,H - 800 => 900,H - 80 => 90,L - 12000 => 13000,Z - 26000 => 27000,F - 16 => 20 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
1439,58,No,Non-Travel,390,Research & Development,1,Master,Life Sciences,1,422,4,Male,32,1,Junior,Healthcare Representative,3,Divorced,5660,17056,2,Y,Yes,13,3,4,80,1,12,2,3,5,7,3,1,2,C - 300 => 400,C - 30 => 40,E - 5000 => 6000,Q - 17000 => 18000,E - 11 => 15 Years,C - 4 => 5 Years,F - 51 => 60 Years,B - 2 => 3 Years
1440,31,No,Travel_Rarely,691,Research & Development,5,Master,Technical Degree,1,423,3,Male,86,3,Entry Level,Research Scientist,4,Married,4821,10077,0,Y,Yes,12,3,3,80,1,6,4,3,5,1,2,0,3,F - 600 => 700,H - 80 => 90,D - 4000 => 5000,J - 10000 => 11000,D - 6 => 10 Years,C - 4 => 5 Years,D - 31 => 40 Years,B - 2 => 3 Years
1441,31,No,Travel_Rarely,106,Human Resources,2,Bachelor,Human Resources,1,424,1,Male,62,2,Junior,Human Resources,1,Married,6410,17822,3,Y,No,12,3,4,80,0,9,1,3,2,7,2,1,0,A - 100 => 200,F - 60 => 70,F - 6000 => 7000,Q - 17000 => 18000,D - 6 => 10 Years,B - 2 => 3 Years,D - 31 => 40 Years,B - 2 => 3 Years
1442,45,No,Travel_Frequently,1249,Research & Development,7,Bachelor,Life Sciences,1,425,1,Male,97,3,Mid-Level,Laboratory Technician,1,Divorced,5210,20308,1,Y,No,18,3,1,80,1,24,2,3,24,0,9,9,11,L - 1200 => 1300,I - 90 => 100,E - 5000 => 6000,T - 20000 => 21000,G - 21 => 25 Years,G - 21 => 25 Years,E - 41 => 50 Years,B - 2 => 3 Years
1443,31,No,Travel_Rarely,192,Research & Development,2,Master,Life Sciences,1,426,3,Male,32,3,Entry Level,Research Scientist,4,Divorced,2695,7747,0,Y,Yes,18,3,2,80,1,3,2,1,2,1,2,2,2,A - 100 => 200,C - 30 => 40,B - 2000 => 3000,G - 7000 => 8000,B - 2 => 3 Years,B - 2 => 3 Years,D - 31 => 40 Years,B - 2 => 3 Years
1444,33,No,Travel_Frequently,553,Research & Development,5,Master,Life Sciences,1,428,4,Female,74,3,Mid-Level,Manager,2,Married,11878,23364,6,Y,No,11,3,2,80,2,12,2,3,10,2,6,8,8,E - 500 => 600,G - 70 => 80,K - 11000 => 12000,W - 23000 => 24000,E - 11 => 15 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
1445,39,No,Travel_Rarely,117,Research & Development,10,Below College ,Medical,1,429,3,Male,99,3,Senior,Manager,1,Married,17068,5355,1,Y,Yes,14,3,4,80,0,21,3,3,21,0,9,11,10,A - 100 => 200,I - 90 => 100,Q - 17000 => 18000,E - 5000 => 6000,G - 21 => 25 Years,G - 21 => 25 Years,D - 31 => 40 Years,B - 2 => 3 Years
1446,43,No,Travel_Frequently,185,Research & Development,10,Master,Life Sciences,1,430,3,Female,33,3,Entry Level,Laboratory Technician,4,Single,2455,10675,0,Y,No,19,3,1,80,0,9,5,3,8,1,7,1,7,A - 100 => 200,C - 30 => 40,B - 2000 => 3000,J - 10000 => 11000,D - 6 => 10 Years,D - 6 => 10 Years,E - 41 => 50 Years,B - 2 => 3 Years
1447,49,No,Travel_Rarely,1091,Research & Development,1,College,Technical Degree,1,431,3,Female,90,2,Senior,Healthcare Representative,3,Single,13964,17810,7,Y,Yes,12,3,4,80,0,25,2,3,7,18,1,0,7,J - 1000 => 1100,H - 80 => 90,M - 13000 => 14000,Q - 17000 => 18000,G - 21 => 25 Years,D - 6 => 10 Years,E - 41 => 50 Years,B - 2 => 3 Years
1448,52,Yes,Travel_Rarely,723,Research & Development,8,Master,Medical,1,433,3,Male,85,2,Junior,Research Scientist,2,Married,4941,17747,2,Y,No,15,3,1,80,0,11,3,2,8,3,2,7,7,G - 700 => 800,H - 80 => 90,D - 4000 => 5000,Q - 17000 => 18000,E - 11 => 15 Years,D - 6 => 10 Years,F - 51 => 60 Years,B - 2 => 3 Years
1449,27,No,Travel_Rarely,1220,Research & Development,5,Bachelor,Life Sciences,1,434,3,Female,85,3,Entry Level,Research Scientist,2,Single,2478,20938,1,Y,Yes,12,3,2,80,0,4,2,2,4,0,3,1,2,L - 1200 => 1300,H - 80 => 90,B - 2000 => 3000,T - 20000 => 21000,C - 4 => 5 Years,C - 4 => 5 Years,C - 26 => 30 Years,B - 2 => 3 Years
1450,32,No,Travel_Rarely,588,Sales,8,College,Technical Degree,1,436,3,Female,65,2,Junior,Sales Executive,2,Married,5228,24624,1,Y,Yes,11,3,4,80,0,13,2,3,13,0,12,11,9,E - 500 => 600,F - 60 => 70,E - 5000 => 6000,X - 24000 => 25000,E - 11 => 15 Years,E - 11 => 15 Years,D - 31 => 40 Years,B - 2 => 3 Years
1451,27,No,Travel_Rarely,1377,Sales,2,Bachelor,Life Sciences,1,437,4,Male,74,3,Junior,Sales Executive,3,Single,4478,5242,1,Y,Yes,11,3,1,80,0,5,3,3,5,0,4,0,4,M - 1300 => 1400,G - 70 => 80,D - 4000 => 5000,E - 5000 => 6000,C - 4 => 5 Years,C - 4 => 5 Years,C - 26 => 30 Years,B - 2 => 3 Years
1452,31,No,Travel_Rarely,691,Sales,7,Bachelor,Marketing,1,438,4,Male,73,3,Junior,Sales Executive,4,Divorced,7547,7143,4,Y,No,12,3,4,80,3,13,3,3,7,6,7,1,7,F - 600 => 700,G - 70 => 80,G - 7000 => 8000,G - 7000 => 8000,E - 11 => 15 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
1453,32,No,Travel_Rarely,1018,Research & Development,2,Master,Medical,1,439,1,Female,74,4,Junior,Research Scientist,4,Single,5055,10557,7,Y,No,16,3,3,80,0,10,0,2,7,3,7,0,7,J - 1000 => 1100,G - 70 => 80,E - 5000 => 6000,J - 10000 => 11000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
1454,28,Yes,Travel_Rarely,1157,Research & Development,2,Master,Medical,1,440,1,Male,84,1,Entry Level,Research Scientist,4,Married,3464,24737,5,Y,Yes,13,3,4,80,0,5,4,2,3,2,2,2,2,K - 1100 => 1200,H - 80 => 90,C - 3000 => 4000,X - 24000 => 25000,C - 4 => 5 Years,B - 2 => 3 Years,C - 26 => 30 Years,B - 2 => 3 Years
1455,30,No,Travel_Rarely,1275,Research & Development,28,College,Medical,1,441,4,Female,64,3,Junior,Research Scientist,4,Married,5775,11934,1,Y,No,13,3,4,80,2,11,2,3,10,1,8,1,9,L - 1200 => 1300,F - 60 => 70,E - 5000 => 6000,K - 11000 => 12000,E - 11 => 15 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
1456,31,No,Travel_Frequently,798,Research & Development,7,College,Life Sciences,1,442,3,Female,48,2,Mid-Level,Manufacturing Director,3,Married,8943,14034,1,Y,No,24,4,1,80,1,10,2,3,10,0,9,8,9,G - 700 => 800,D - 40 => 50,H - 8000 => 9000,N - 14000 => 15000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
1457,39,No,Travel_Frequently,672,Research & Development,7,College,Medical,1,444,3,Male,54,2,Expert,Manager,4,Married,19272,21141,1,Y,No,15,3,1,80,1,21,2,3,21,0,9,13,3,F - 600 => 700,E - 50 => 60,S - 19000 => 20000,U - 21000 => 22000,G - 21 => 25 Years,G - 21 => 25 Years,D - 31 => 40 Years,B - 2 => 3 Years
1458,39,Yes,Travel_Rarely,1162,Sales,3,College,Medical,1,445,4,Female,41,3,Junior,Sales Executive,3,Married,5238,17778,4,Y,Yes,18,3,1,80,0,12,3,2,1,11,0,0,0,K - 1100 => 1200,D - 40 => 50,E - 5000 => 6000,Q - 17000 => 18000,E - 11 => 15 Years,A - 0 => 1 Year,D - 31 => 40 Years,B - 2 => 3 Years
1459,33,No,Travel_Frequently,508,Sales,10,Bachelor,Marketing,1,446,2,Male,46,2,Junior,Sales Executive,4,Single,4682,4317,3,Y,No,14,3,3,80,0,9,6,2,7,2,7,0,1,E - 500 => 600,D - 40 => 50,D - 4000 => 5000,D - 4000 => 5000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
1460,47,No,Travel_Rarely,1482,Research & Development,5,PHD,Life Sciences,1,447,4,Male,42,3,Expert,Research Director,3,Married,18300,16375,4,Y,No,11,3,2,80,1,21,2,3,3,18,2,1,1,N - 1400 => 1500,D - 40 => 50,R - 18000 => 19000,P - 16000 => 17000,G - 21 => 25 Years,B - 2 => 3 Years,E - 41 => 50 Years,B - 2 => 3 Years
1461,43,No,Travel_Frequently,559,Research & Development,10,Master,Life Sciences,1,448,3,Female,82,2,Junior,Laboratory Technician,3,Divorced,5257,6227,1,Y,No,11,3,2,80,1,9,3,4,9,0,7,0,0,E - 500 => 600,H - 80 => 90,E - 5000 => 6000,F - 6000 => 7000,D - 6 => 10 Years,D - 6 => 10 Years,E - 41 => 50 Years,B - 2 => 3 Years
1462,27,No,Non-Travel,210,Sales,1,Below College ,Marketing,1,449,3,Male,73,3,Junior,Sales Executive,2,Married,6349,22107,0,Y,Yes,13,3,4,80,1,6,0,3,5,1,4,1,4,B - 200 => 300,G - 70 => 80,F - 6000 => 7000,V - 22000 => 23000,D - 6 => 10 Years,C - 4 => 5 Years,C - 26 => 30 Years,B - 2 => 3 Years
1463,54,No,Travel_Frequently,928,Research & Development,20,Master,Life Sciences,1,450,4,Female,31,3,Junior,Research Scientist,3,Single,4869,16885,3,Y,No,12,3,4,80,0,20,4,2,4,16,3,0,3,I - 900 => 1000,C - 30 => 40,D - 4000 => 5000,P - 16000 => 17000,F - 16 => 20 Years,C - 4 => 5 Years,F - 51 => 60 Years,B - 2 => 3 Years
1464,43,No,Travel_Rarely,1001,Research & Development,7,Bachelor,Life Sciences,1,451,3,Female,43,3,Mid-Level,Healthcare Representative,1,Married,9985,9262,8,Y,No,16,3,1,80,1,10,1,2,1,9,0,0,0,J - 1000 => 1100,D - 40 => 50,I - 9000 => 10000,I - 9000 => 10000,D - 6 => 10 Years,A - 0 => 1 Year,E - 41 => 50 Years,B - 2 => 3 Years
1465,45,No,Travel_Rarely,549,Research & Development,8,Master,Other,1,452,4,Male,75,3,Junior,Research Scientist,4,Married,3697,9278,9,Y,No,14,3,1,80,2,12,3,3,10,2,9,9,8,E - 500 => 600,G - 70 => 80,C - 3000 => 4000,I - 9000 => 10000,E - 11 => 15 Years,D - 6 => 10 Years,E - 41 => 50 Years,B - 2 => 3 Years
1466,40,No,Travel_Rarely,1124,Sales,1,College,Medical,1,453,2,Male,57,1,Junior,Sales Executive,4,Married,7457,13273,2,Y,Yes,22,4,3,80,3,6,2,2,4,2,3,0,2,K - 1100 => 1200,E - 50 => 60,G - 7000 => 8000,M - 13000 => 14000,D - 6 => 10 Years,C - 4 => 5 Years,D - 31 => 40 Years,B - 2 => 3 Years
1467,29,Yes,Travel_Rarely,318,Research & Development,8,Master,Other,1,454,2,Male,77,1,Entry Level,Laboratory Technician,1,Married,2119,4759,1,Y,Yes,11,3,4,80,0,7,4,2,7,0,7,0,7,C - 300 => 400,G - 70 => 80,B - 2000 => 3000,D - 4000 => 5000,D - 6 => 10 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
1468,29,No,Travel_Rarely,738,Research & Development,9,PHD,Other,1,455,2,Male,30,2,Entry Level,Laboratory Technician,4,Single,3983,7621,0,Y,No,17,3,3,80,0,4,2,3,3,1,2,2,2,G - 700 => 800,B - 20 => 30,C - 3000 => 4000,G - 7000 => 8000,C - 4 => 5 Years,B - 2 => 3 Years,C - 26 => 30 Years,B - 2 => 3 Years
1469,30,No,Travel_Rarely,570,Sales,5,Bachelor,Marketing,1,456,4,Female,30,2,Junior,Sales Executive,3,Divorced,6118,5431,1,Y,No,13,3,3,80,3,10,2,3,10,0,9,1,2,E - 500 => 600,B - 20 => 30,F - 6000 => 7000,E - 5000 => 6000,D - 6 => 10 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
1470,27,No,Travel_Rarely,1130,Sales,8,Master,Marketing,1,458,2,Female,56,3,Junior,Sales Executive,2,Married,6214,3415,1,Y,No,18,3,1,80,1,8,3,3,8,0,7,0,7,K - 1100 => 1200,E - 50 => 60,F - 6000 => 7000,C - 3000 => 4000,D - 6 => 10 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
1471,37,No,Travel_Rarely,1192,Research & Development,5,College,Medical,1,460,4,Male,61,3,Junior,Manufacturing Director,4,Divorced,6347,23177,7,Y,No,16,3,3,80,2,8,2,2,6,2,2,0,4,K - 1100 => 1200,F - 60 => 70,F - 6000 => 7000,W - 23000 => 24000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
1472,38,No,Travel_Rarely,343,Research & Development,15,College,Life Sciences,1,461,3,Male,92,2,Mid-Level,Research Director,4,Divorced,11510,15682,0,Y,Yes,14,3,2,80,1,12,3,3,11,1,10,2,9,C - 300 => 400,I - 90 => 100,K - 11000 => 12000,O - 15000 => 16000,E - 11 => 15 Years,E - 11 => 15 Years,D - 31 => 40 Years,B - 2 => 3 Years
1473,31,No,Travel_Rarely,1232,Research & Development,7,Master,Medical,1,462,3,Female,39,3,Mid-Level,Manufacturing Director,4,Single,7143,25713,1,Y,Yes,14,3,3,80,0,11,2,2,11,0,9,4,10,L - 1200 => 1300,C - 30 => 40,G - 7000 => 8000,Y - 25000 => 26000,E - 11 => 15 Years,E - 11 => 15 Years,D - 31 => 40 Years,B - 2 => 3 Years
1474,29,No,Travel_Rarely,144,Sales,10,Below College ,Marketing,1,463,4,Female,39,2,Junior,Sales Executive,2,Divorced,8268,11866,1,Y,Yes,14,3,1,80,2,7,2,3,7,0,7,1,7,A - 100 => 200,C - 30 => 40,H - 8000 => 9000,K - 11000 => 12000,D - 6 => 10 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
1475,35,No,Travel_Rarely,1296,Research & Development,5,Master,Technical Degree,1,464,3,Male,62,3,Mid-Level,Manufacturing Director,2,Single,8095,18264,0,Y,No,13,3,4,80,0,17,5,3,16,1,6,0,13,L - 1200 => 1300,F - 60 => 70,H - 8000 => 9000,R - 18000 => 19000,F - 16 => 20 Years,F - 16 => 20 Years,D - 31 => 40 Years,B - 2 => 3 Years
1476,23,No,Travel_Rarely,1309,Research & Development,26,Below College ,Life Sciences,1,465,3,Male,83,3,Entry Level,Research Scientist,4,Divorced,2904,16092,1,Y,No,12,3,3,80,2,4,2,2,4,0,2,0,2,M - 1300 => 1400,H - 80 => 90,B - 2000 => 3000,P - 16000 => 17000,C - 4 => 5 Years,C - 4 => 5 Years,B - 22 => 25 Years,B - 2 => 3 Years
1477,41,No,Travel_Rarely,483,Research & Development,6,Bachelor,Medical,1,466,4,Male,95,2,Junior,Manufacturing Director,2,Single,6032,10110,6,Y,Yes,15,3,4,80,0,8,3,3,5,3,4,1,2,D - 400 => 500,I - 90 => 100,F - 6000 => 7000,J - 10000 => 11000,D - 6 => 10 Years,C - 4 => 5 Years,E - 41 => 50 Years,B - 2 => 3 Years
1478,47,No,Travel_Frequently,1309,Sales,4,Below College ,Medical,1,467,2,Male,99,3,Junior,Sales Representative,3,Single,2976,25751,3,Y,No,19,3,1,80,0,5,3,3,0,5,0,0,0,M - 1300 => 1400,I - 90 => 100,B - 2000 => 3000,Y - 25000 => 26000,C - 4 => 5 Years,A - 0 => 1 Year,E - 41 => 50 Years,B - 2 => 3 Years
1479,42,No,Travel_Rarely,810,Research & Development,23,PHD,Life Sciences,1,468,1,Female,44,3,Senior,Research Director,4,Single,15992,15901,2,Y,No,14,3,2,80,0,16,2,3,1,15,0,0,0,H - 800 => 900,D - 40 => 50,O - 15000 => 16000,O - 15000 => 16000,F - 16 => 20 Years,A - 0 => 1 Year,E - 41 => 50 Years,B - 2 => 3 Years
1480,29,No,Non-Travel,746,Sales,2,Bachelor,Life Sciences,1,469,4,Male,61,3,Junior,Sales Executive,3,Married,4649,16928,1,Y,No,14,3,1,80,1,4,3,2,4,0,3,0,2,G - 700 => 800,F - 60 => 70,D - 4000 => 5000,P - 16000 => 17000,C - 4 => 5 Years,C - 4 => 5 Years,C - 26 => 30 Years,B - 2 => 3 Years
1481,42,No,Travel_Rarely,544,Human Resources,2,Below College ,Technical Degree,1,470,3,Male,52,3,Entry Level,Human Resources,3,Divorced,2696,24017,0,Y,Yes,11,3,3,80,1,4,5,3,3,1,2,1,0,E - 500 => 600,E - 50 => 60,B - 2000 => 3000,X - 24000 => 25000,C - 4 => 5 Years,B - 2 => 3 Years,E - 41 => 50 Years,B - 2 => 3 Years
1482,32,No,Travel_Rarely,1062,Research & Development,2,Bachelor,Medical,1,471,3,Female,75,3,Entry Level,Laboratory Technician,2,Married,2370,3956,1,Y,No,13,3,3,80,1,8,4,3,8,0,0,0,7,J - 1000 => 1100,G - 70 => 80,B - 2000 => 3000,C - 3000 => 4000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
1483,48,No,Travel_Rarely,530,Sales,29,Below College ,Medical,1,473,1,Female,91,3,Mid-Level,Manager,3,Married,12504,23978,3,Y,No,21,4,2,80,1,15,3,1,0,15,0,0,0,E - 500 => 600,I - 90 => 100,L - 12000 => 13000,W - 23000 => 24000,E - 11 => 15 Years,A - 0 => 1 Year,E - 41 => 50 Years,B - 2 => 3 Years
1484,37,No,Travel_Rarely,1319,Research & Development,6,Bachelor,Medical,1,474,3,Male,51,4,Junior,Research Scientist,1,Divorced,5974,17001,4,Y,Yes,13,3,1,80,2,13,2,3,7,6,7,6,7,M - 1300 => 1400,E - 50 => 60,E - 5000 => 6000,Q - 17000 => 18000,E - 11 => 15 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
1485,30,No,Non-Travel,641,Sales,25,College,Technical Degree,1,475,4,Female,85,3,Junior,Sales Executive,3,Married,4736,6069,7,Y,Yes,12,3,2,80,1,4,2,4,2,2,2,2,2,F - 600 => 700,H - 80 => 90,D - 4000 => 5000,F - 6000 => 7000,C - 4 => 5 Years,B - 2 => 3 Years,C - 26 => 30 Years,B - 2 => 3 Years
1486,26,No,Travel_Rarely,933,Sales,1,Bachelor,Life Sciences,1,476,3,Male,57,3,Junior,Sales Executive,3,Married,5296,20156,1,Y,No,17,3,2,80,1,8,3,3,8,0,7,7,7,I - 900 => 1000,E - 50 => 60,E - 5000 => 6000,T - 20000 => 21000,D - 6 => 10 Years,D - 6 => 10 Years,C - 26 => 30 Years,B - 2 => 3 Years
1487,42,No,Travel_Rarely,1332,Research & Development,2,Master,Other,1,477,1,Male,98,2,Junior,Healthcare Representative,4,Single,6781,17078,3,Y,No,23,4,2,80,0,14,6,3,1,13,0,0,0,M - 1300 => 1400,I - 90 => 100,F - 6000 => 7000,Q - 17000 => 18000,E - 11 => 15 Years,A - 0 => 1 Year,E - 41 => 50 Years,B - 2 => 3 Years
1488,21,Yes,Travel_Frequently,756,Sales,1,Below College ,Technical Degree,1,478,1,Female,99,2,Entry Level,Sales Representative,2,Single,2174,9150,1,Y,Yes,11,3,3,80,0,3,3,3,3,0,2,1,2,G - 700 => 800,I - 90 => 100,B - 2000 => 3000,I - 9000 => 10000,B - 2 => 3 Years,B - 2 => 3 Years,A - 18 => 21 Years,B - 2 => 3 Years
1489,36,No,Non-Travel,845,Sales,1,PHD,Medical,1,479,4,Female,45,3,Junior,Sales Executive,4,Single,6653,15276,4,Y,No,15,3,2,80,0,7,6,3,1,6,0,0,0,H - 800 => 900,D - 40 => 50,F - 6000 => 7000,O - 15000 => 16000,D - 6 => 10 Years,A - 0 => 1 Year,D - 31 => 40 Years,B - 2 => 3 Years
1490,36,No,Travel_Frequently,541,Sales,3,Master,Medical,1,481,1,Male,48,2,Mid-Level,Sales Executive,4,Married,9699,7246,4,Y,No,11,3,1,80,1,16,2,3,13,3,9,1,12,E - 500 => 600,D - 40 => 50,I - 9000 => 10000,G - 7000 => 8000,F - 16 => 20 Years,E - 11 => 15 Years,D - 31 => 40 Years,B - 2 => 3 Years
1491,57,No,Travel_Rarely,593,Research & Development,1,Master,Medical,1,482,4,Male,88,3,Junior,Healthcare Representative,3,Married,6755,2967,2,Y,No,11,3,3,80,0,15,2,3,3,12,2,1,2,E - 500 => 600,H - 80 => 90,F - 6000 => 7000,B - 2000 => 3000,E - 11 => 15 Years,B - 2 => 3 Years,F - 51 => 60 Years,B - 2 => 3 Years
1492,40,No,Travel_Rarely,1171,Research & Development,10,Master,Life Sciences,1,483,4,Female,46,4,Entry Level,Laboratory Technician,3,Married,2213,22495,3,Y,Yes,13,3,3,80,1,10,3,3,7,3,7,1,7,K - 1100 => 1200,D - 40 => 50,B - 2000 => 3000,V - 22000 => 23000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
1493,21,No,Non-Travel,895,Sales,9,College,Medical,1,484,1,Male,39,3,Entry Level,Sales Representative,4,Single,2610,2851,1,Y,No,24,4,3,80,0,3,3,2,3,0,2,2,2,H - 800 => 900,C - 30 => 40,B - 2000 => 3000,B - 2000 => 3000,B - 2 => 3 Years,B - 2 => 3 Years,A - 18 => 21 Years,B - 2 => 3 Years
1494,33,Yes,Travel_Rarely,350,Sales,5,Bachelor,Marketing,1,485,4,Female,34,3,Entry Level,Sales Representative,3,Single,2851,9150,1,Y,Yes,13,3,2,80,0,1,2,3,1,0,0,0,0,C - 300 => 400,C - 30 => 40,B - 2000 => 3000,I - 9000 => 10000,A - 0 => 1 Year,A - 0 => 1 Year,D - 31 => 40 Years,B - 2 => 3 Years
1495,37,No,Travel_Rarely,921,Research & Development,10,Bachelor,Medical,1,486,3,Female,98,3,Entry Level,Laboratory Technician,1,Married,3452,17663,6,Y,No,20,4,2,80,1,17,3,3,5,12,4,0,3,I - 900 => 1000,I - 90 => 100,C - 3000 => 4000,Q - 17000 => 18000,F - 16 => 20 Years,C - 4 => 5 Years,D - 31 => 40 Years,B - 2 => 3 Years
1496,46,No,Non-Travel,1144,Research & Development,7,Master,Medical,1,487,3,Female,30,3,Junior,Manufacturing Director,3,Married,5258,16044,2,Y,No,14,3,3,80,0,7,2,4,1,6,0,0,0,K - 1100 => 1200,B - 20 => 30,E - 5000 => 6000,P - 16000 => 17000,D - 6 => 10 Years,A - 0 => 1 Year,E - 41 => 50 Years,B - 2 => 3 Years
1497,41,Yes,Travel_Frequently,143,Sales,4,Bachelor,Marketing,1,488,1,Male,56,3,Junior,Sales Executive,2,Single,9355,9558,1,Y,No,18,3,3,80,0,8,5,3,8,0,7,7,7,A - 100 => 200,E - 50 => 60,I - 9000 => 10000,I - 9000 => 10000,D - 6 => 10 Years,D - 6 => 10 Years,E - 41 => 50 Years,B - 2 => 3 Years
1498,50,No,Travel_Rarely,1046,Research & Development,10,Bachelor,Technical Degree,1,491,4,Male,100,2,Mid-Level,Healthcare Representative,4,Single,10496,2755,6,Y,No,15,3,4,80,0,20,2,3,4,16,3,1,3,J - 1000 => 1100,I - 90 => 100,J - 10000 => 11000,B - 2000 => 3000,F - 16 => 20 Years,C - 4 => 5 Years,E - 41 => 50 Years,B - 2 => 3 Years
1499,40,Yes,Travel_Rarely,575,Sales,22,College,Marketing,1,492,3,Male,68,2,Junior,Sales Executive,3,Married,6380,6110,2,Y,Yes,12,3,1,80,2,8,6,3,6,2,4,1,0,E - 500 => 600,F - 60 => 70,F - 6000 => 7000,F - 6000 => 7000,D - 6 => 10 Years,D - 6 => 10 Years,D - 31 => 40 Years,B - 2 => 3 Years
1500,31,No,Travel_Rarely,408,Research & Development,9,Master,Life Sciences,1,493,3,Male,42,2,Entry Level,Research Scientist,2,Single,2657,7551,0,Y,Yes,16,3,4,80,0,3,5,3,2,1,2,2,2,D - 400 => 500,D - 40 => 50,B - 2000 => 3000,G - 7000 => 8000,B - 2 => 3 Years,B - 2 => 3 Years,D - 31 => 40 Years,B - 2 => 3 Years
1501,21,Yes,Travel_Rarely,156,Sales,12,Bachelor,Life Sciences,1,494,3,Female,90,4,Entry Level,Sales Representative,2,Single,2716,25422,1,Y,No,15,3,4,80,0,1,0,3,1,0,0,0,0,A - 100 => 200,H - 80 => 90,B - 2000 => 3000,Y - 25000 => 26000,A - 0 => 1 Year,A - 0 => 1 Year,A - 18 => 21 Years,B - 2 => 3 Years
1502,29,No,Travel_Rarely,1283,Research & Development,23,Bachelor,Life Sciences,1,495,4,Male,54,3,Entry Level,Research Scientist,4,Single,2201,18168,9,Y,No,16,3,4,80,0,6,4,3,3,3,2,1,2,L - 1200 => 1300,E - 50 => 60,B - 2000 => 3000,R - 18000 => 19000,D - 6 => 10 Years,B - 2 => 3 Years,C - 26 => 30 Years,B - 2 => 3 Years
1503,35,No,Travel_Rarely,755,Research & Development,9,Master,Life Sciences,1,496,3,Male,97,2,Junior,Healthcare Representative,2,Single,6540,19394,9,Y,No,19,3,3,80,0,10,5,3,1,9,1,0,0,G - 700 => 800,I - 90 => 100,F - 6000 => 7000,S - 19000 => 20000,D - 6 => 10 Years,A - 0 => 1 Year,D - 31 => 40 Years,B - 2 => 3 Years
